qid,prompt,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,"Answer with as few words as possible. Question: who sang for lee bowman in my dream is yours
Answer: ",Olivia Newton-John,Olivia Newton-John,Hal Derwin,0,0.0,0.06493010000849608,1.741764833560511e-05,5.114180183596054e-06,0.0,0.0,0.0
1,"Answer with as few words as possible. Question: why is most insider trading against the law
Answer: ",Illegal to profit from secrets.,Illegal to profit from secrets.,"seen as unfair to other investors who do not have access to the information, as the investor with insider information could potentially make larger profits than a typical investor could make",0,0.06060606060606061,0.35517979999713134,9.899396874295007e-05,2.906666752513314e-05,0.0,0.0,0.0
2,"Answer with as few words as possible. Question: when do the oakland raiders move to vegas
Answer: ",Soon.,Soon.,The team is scheduled to begin play as the Las Vegas Raiders for the 2020 National Football League (NFL) season (although a move to Las Vegas could happen as soon as 2019,0,0.0689655172413793,0.22178310000163037,6.113524647393088e-05,1.795056714959079e-05,0.0,0.0,0.0
3,"Answer with as few words as possible. Question: who laid foundation stone of islamia college peshawar
Answer: ",Abu Bakr,Abu Bakr,"Haji Sahib of Turangzai, the most famous Pukhtun religious leader of the time",0,0.0,0.25237130001187325,6.744880528743567e-05,1.9804358014456858e-05,0.0,0.0,0.0
4,"Answer with as few words as possible. Question: who is the number one ranked golfer in the world right now
Answer: ",Jon Rahm,Jon Rahm,Dustin Johnson,0,0.0,0.24499770000693388,6.649543558569393e-05,1.952442903998551e-05,0.0,0.0,0.0
5,"Answer with as few words as possible. Question: what type of writing did ancient egypt use
Answer: ",Hieroglyphic and hieratic.,Hieroglyphic and hieratic.,hieroglyphs,0,0.0,0.31014039998990484,8.619858440516978e-05,2.5309679224479298e-05,0.0,0.0,0.0
6,"Answer with as few words as possible. Question: who has the most sacks in college football
Answer: ",Joe Burrow,Joe Burrow,"Mike Czerwien, Waynesburg University, 2002â€“04",0,0.0,0.2147778000071412,5.81147653968086e-05,1.7063691713142327e-05,0.0,0.0,0.0
7,"Answer with as few words as possible. Question: who did the assyrians conquer in 722 bce
Answer: ",Egypt Babylon Persia,"Egypt, Babylon, Persia","the ruling city of the Northern Kingdom of Israel, Samaria",0,0.0,0.33825900001102127,9.237750058481534e-05,2.7123936239730173e-05,0.0,0.0,0.0
8,"Answer with as few words as possible. Question: where is south pole located on a map
Answer: ",South Pole ,South Pole,on the continent of Antarctica,0,0.0,0.27806349999445956,7.701366471008541e-05,2.2612797682985613e-05,0.0,0.0,0.0
9,"Answer with as few words as possible. Question: who is known as the philippine queen of bossa nova
Answer: ",Carmen Miranda,Carmen Miranda,Sitti Navarro,0,0.0,0.20149390000733547,5.557363144997445e-05,1.631756246398322e-05,0.0,0.0,0.0
10,"Answer with as few words as possible. Question: where does the karate kid 2010 take place
Answer: ",Osaka Japan,"Osaka, Japan","Beijing, China",0,0.0,0.2664636999979848,7.326944822687077e-05,2.1513418629476623e-05,0.0,0.0,0.0
11,"Answer with as few words as possible. Question: what does the ghost of christmas present sprinkle from his torch
Answer: ",Candy canes.,Candy canes.,warmth,0,0.0,0.17562380000890698,4.8510389751568416e-05,1.424364926801545e-05,0.0,0.0,0.0
12,"Answer with as few words as possible. Question: what is the difference between airasia x and airasia
Answer: ",AirAsia X is a separate brand.,AirAsia X is a separate brand.,AirAsia X is the medium and long-haul operation of the brand AirAsia,0,0.5333333333333333,0.34539040000527166,9.600795070021243e-05,2.818991114517959e-05,0.0,0.0,0.0
13,"Answer with as few words as possible. Question: who plays the robot on the orville show
Answer: ",Ryan Singer,Ryan Singer,Mark Jackson,0,0.0,0.05445829998643603,1.3554723330566453e-05,3.979945863851415e-06,0.0,0.0,0.0
14,"Answer with as few words as possible. Question: who translated the play neel darpan into english
Answer: ",R.K. Loomis,R.K. Loomis,Michael Madhusudan Dutta,0,0.0,0.3665350000082981,0.00010082191803920197,2.960339107629129e-05,0.0,0.0,0.0
15,"Answer with as few words as possible. Question: what is the money called in south korea
Answer: ",Won,Won,won,1,1.0,0.09085220000997651,2.4885501437743863e-05,7.3068956187155254e-06,0.0,0.0,0.0
